head_key,head_id,rank,front_percentile,back_percentile,itext_all,raw_toi_gap,img_drop
17:28,L17H28,212,0.9686985172981878,0.17627677100494232,0.5909815668973893,-2.5868411111259206,0.0029531912503654063
15:10,L15H10,222,0.943986820428336,0.17462932454695224,0.5115729876806792,-1.4805135350636132,0.018179347072114035
18:26,L18H26,255,0.9110378912685337,0.1466227347611203,0.462955185220722,-3.785159730749953,0.0029851342471970653
13:31,L13H31,260,0.9060955518945635,0.1449752883031301,0.4545368458441394,-3.2121148185257464,0.004135940453339294
