n_common,base_ground_unique,target_ground_unique,preserved_ground_unique,disappeared_ground_unique,added_ground_unique,base_hall_unique,target_hall_unique,removed_hall_unique,retained_hall_unique,added_hall_unique,images_with_ground_unique_added,images_with_ground_unique_disappeared,images_with_hall_unique_removed,images_with_hall_unique_added,mean_base_ground_unique_per_image,mean_target_ground_unique_per_image,mean_added_ground_unique_per_image,mean_disappeared_ground_unique_per_image,net_ground_unique_change,net_ground_unique_change_per_image,ground_unique_recall,ground_unique_disappear_rate,target_unique_object_precision,base_unique_object_precision,hall_unique_removal_rate,hall_unique_added_per_image,images_with_ground_unique_added_rate,images_with_ground_unique_disappeared_rate,images_with_hall_unique_removed_rate,images_with_hall_unique_added_rate,base,target,base_name,target_name,base_metrics,target_metrics
500,1299,1162,1111,188,51,440,236,294,146,90,46,133,205,79,2.598,2.324,0.102,0.376,-137,-0.274,0.8552732871439569,0.1447267128560431,0.8311874105865522,0.7469810235767682,0.6681818181818182,0.18,0.092,0.266,0.41,0.158,LLaVA/../experiments_in_server/soft_routing_smoke_n500_seed42_tau0.4_T0.05/greedy/captions_eval_results.json,LLaVA/../experiments_in_server/soft_routing_smoke_n500_seed42_tau0.4_T0.05/hard_tau0.4/captions_eval_results.json,greedy,adhh_hard_tau0.4,"{'CHAIRs': 0.534, 'CHAIRi': 0.14278269932256382, 'Bleu': [0.18094308352441302, 0.12138394232732559, 0.07488727879863676, 0.04611106691548673], 'avg_caption_length': 87.928}","{'CHAIRs': 0.342, 'CHAIRi': 0.08859920459566946, 'Bleu': [0.17558387354586238, 0.12214639335686735, 0.07873711677891142, 0.05016659933707007], 'avg_caption_length': 89.798}"
