group,n_heads,mean_fused_score,mean_Itext_all,mean_text_percentile,mean_C_toi_HminusG,mean_contrast_percentile,mean_Itext_hallucinated,mean_Itext_grounded,mean_Itext_gap_HminusG,mean_Img_hallucinated,mean_Img_grounded,mean_image_drop_GminusH,mean_RawTOI_gap_HminusG,mean_LogTOI_gap_HminusG,positive_Itext_gap_count,positive_image_drop_count,positive_RawTOI_gap_count,positive_LogTOI_gap_count
selected,100,0.7875122189638318,0.34845427018808506,0.7439491691104594,6.311475284950809,0.8310752688172043,0.3912097383678453,0.36520132712312253,0.0260084112447227,0.0747585517069525,0.10174791271876359,0.02698936101181107,6.1536348169264405,0.29901797257148394,67,80,97,97
non-selected,156,0.4540222322480387,0.2913767543001935,0.6633330826879213,0.0657201482974295,0.244711381808156,0.3044606566738592,0.32048383113244955,-0.016023174458590334,0.08051019975203885,0.08713959041775306,0.006629390665714201,-8.588377490105625,-0.2353988626900866,66,71,26,26
