n_common,base_ground_unique,target_ground_unique,preserved_ground_unique,disappeared_ground_unique,added_ground_unique,base_hall_unique,target_hall_unique,removed_hall_unique,retained_hall_unique,added_hall_unique,images_with_ground_unique_added,images_with_ground_unique_disappeared,images_with_hall_unique_removed,images_with_hall_unique_added,mean_base_ground_unique_per_image,mean_target_ground_unique_per_image,mean_added_ground_unique_per_image,mean_disappeared_ground_unique_per_image,net_ground_unique_change,net_ground_unique_change_per_image,ground_unique_recall,ground_unique_disappear_rate,target_unique_object_precision,base_unique_object_precision,hall_unique_removal_rate,hall_unique_added_per_image,images_with_ground_unique_added_rate,images_with_ground_unique_disappeared_rate,images_with_hall_unique_removed_rate,images_with_hall_unique_added_rate,base,target,base_name,target_name,base_metrics,target_metrics
500,1299,1161,1115,184,46,440,224,300,140,84,43,134,212,74,2.598,2.322,0.092,0.368,-138,-0.276,0.8583525789068515,0.14164742109314857,0.8382671480144405,0.7469810235767682,0.6818181818181818,0.168,0.086,0.268,0.424,0.148,experiments_in_server/results/coco/soft_routing_smoke_n500_seed42_tau0.4_T0.05/greedy/captions_eval_results.json,experiments_in_server/results/coco/soft_routing_smoke_n500_seed42_tau0.4_T0.05/dynamic_v1_g1.0_m1.0_r0.0_c0.5_b0.0/captions_eval_results.json,greedy,dynamic_v1_reference,"{'CHAIRs': 0.534, 'CHAIRi': 0.14278269932256382, 'Bleu': [0.18094308352441302, 0.12138394232732559, 0.07488727879863676, 0.04611106691548673], 'avg_caption_length': 87.928}","{'CHAIRs': 0.32, 'CHAIRi': 0.0851586946803755, 'Bleu': [0.17579147555654603, 0.12224551491235985, 0.07880575233631312, 0.05030048609006442], 'avg_caption_length': 89.112}"
